"city","check","actual","expected","status","severity"
"mendrisio","Route endpoint snap within review threshold","0","0","pass","medium"
"mendrisio","Rail edge and station integrity","0","0","pass","high"
"mendrisio","Car coverage inbound at least 95% of mapped estimates","95.3952139231327","95","pass","high"
"mendrisio","Car coverage outbound at least 95% of mapped estimates","95.27078565980167","95","pass","high"
"mendrisio","Mode filters add to all-mode population within rounding","1","2","pass","high"
"mendrisio","No modes gives zero population change","0","0","pass","high"
"mendrisio","foreignInbound rows conserve mapped summary","11104","11104","pass","high"
"mendrisio","foreignInbound population scope matches summary","11104","11104","pass","high"
"mendrisio","swissInbound rows conserve mapped summary","2981","2981","pass","high"
"mendrisio","swissInbound population scope matches summary","3382","3382","pass","high"
"mendrisio","swissOutbound rows conserve mapped summary","2160","2160","pass","high"
"mendrisio","swissOutbound population scope matches summary","3299","3299","pass","high"
"mendrisio","Original resident mode counts are available","true","true","pass","high"
"mendrisio","FSO 2023 car share copied accurately","0.6073119909073689","0.6073119909073689","pass","high"
"mendrisio","FSO 2023 transit share copied accurately","0.20969880659215762","0.20969880659215762","pass","high"
"mendrisio","FSO 2023 soft share copied accurately","0.18298920250047357","0.18298920250047357","pass","high"
"mendrisio","Original border-worker total is available","true","true","pass","high"
"mendrisio","FSO Q4 2025 border-worker total rounded correctly","11104","11104","pass","high"
"mendrisio","Original FSO 2020 inbound total","3382","3382","pass","high"
"mendrisio","Every mapped FSO inbound pair matches original","0","0","pass","high"
"mendrisio","Original FSO 2020 outbound total","3299","3299","pass","high"
"mendrisio","Every mapped FSO outbound pair matches original","0","0","pass","high"
"mendrisio","Population follows the routed departure and arrival model","0","0","pass","high"
"mendrisio","No nonlocal active journeys affect the chart","0","0","pass","high"
"zug","Unique corridor keys","0","0","pass","high"
"zug","Valid corridor values","0","0","pass","high"
"zug","Corridor count agrees with summary","1399","1399","pass","high"
"zug","car cache references current corridors","0","0","pass","medium"
"zug","rail cache references current corridors","0","0","pass","medium"
"zug","active cache references current corridors","0","0","pass","medium"
"zug","Route geometry and travel times","0","0","pass","high"
"zug","Route endpoint snap within review threshold","0","0","pass","medium"
"zug","Rail edge and station integrity","0","0","pass","high"
"zug","Car coverage inbound at least 95% of mapped estimates","95.25550283892044","95","pass","high"
"zug","Car coverage outbound at least 95% of mapped estimates","95.12281950872196","95","pass","high"
"zug","Mode filters add to all-mode population within rounding","1","2","pass","high"
"zug","No modes gives zero population change","0","0","pass","high"
"zug","foreignInbound rows conserve mapped summary","611","611","pass","high"
"zug","foreignInbound population scope matches summary","611","611","pass","high"
"zug","swissInbound rows conserve mapped summary","26556","26556","pass","high"
"zug","swissInbound population scope matches summary","27682","27682","pass","high"
"zug","swissOutbound rows conserve mapped summary","8402","8402","pass","high"
"zug","swissOutbound population scope matches summary","8863","8863","pass","high"
"zug","Original resident mode counts are available","true","true","pass","high"
"zug","FSO 2023 car share copied accurately","0.34476205558634887","0.34476205558634887","pass","high"
"zug","FSO 2023 transit share copied accurately","0.3754058120199541","0.3754058120199541","pass","high"
"zug","FSO 2023 soft share copied accurately","0.27983213239369703","0.27983213239369703","pass","high"
"zug","Original border-worker total is available","true","true","pass","high"
"zug","FSO Q4 2025 border-worker total rounded correctly","611","611","pass","high"
"zug","Original FSO 2020 inbound total","27682","27682","pass","high"
"zug","Every mapped FSO inbound pair matches original","0","0","pass","high"
"zug","Original FSO 2020 outbound total","8863","8863","pass","high"
"zug","Every mapped FSO outbound pair matches original","0","0","pass","high"
"zug","Population follows the routed departure and arrival model","0","0","pass","high"
"zug","No nonlocal active journeys affect the chart","0","0","pass","high"
"neuchatel","Unique corridor keys","0","0","pass","high"
"neuchatel","Valid corridor values","0","0","pass","high"
"neuchatel","Corridor count agrees with summary","864","864","pass","high"
"neuchatel","car cache references current corridors","0","0","pass","medium"
"neuchatel","rail cache references current corridors","0","0","pass","medium"
"neuchatel","active cache references current corridors","0","0","pass","medium"
"neuchatel","Route geometry and travel times","0","0","pass","high"
"neuchatel","Route endpoint snap within review threshold","0","0","pass","medium"
"neuchatel","Rail edge and station integrity","0","0","pass","high"
"neuchatel","Car coverage inbound at least 95% of mapped estimates","95.01657576729761","95","pass","high"
"neuchatel","Car coverage outbound at least 95% of mapped estimates","95.13677811550151","95","pass","high"
"neuchatel","Mode filters add to all-mode population within rounding","1","2","pass","high"
"neuchatel","No modes gives zero population change","0","0","pass","high"
"neuchatel","foreignInbound rows conserve mapped summary","2491","2491","pass","high"
"neuchatel","foreignInbound population scope matches summary","2491","2491","pass","high"
"neuchatel","swissInbound rows conserve mapped summary","16366","16366","pass","high"
"neuchatel","swissInbound population scope matches summary","17670","17670","pass","high"
"neuchatel","swissOutbound rows conserve mapped summary","7726","7726","pass","high"
"neuchatel","swissOutbound population scope matches summary","8716","8716","pass","high"
"neuchatel","Original resident mode counts are available","true","true","pass","high"
"neuchatel","FSO 2023 car share copied accurately","0.42864067212408447","0.42864067212408447","pass","high"
"neuchatel","FSO 2023 transit share copied accurately","0.39212623869021973","0.39212623869021973","pass","high"
"neuchatel","FSO 2023 soft share copied accurately","0.17923308918569583","0.17923308918569583","pass","high"
"neuchatel","Original border-worker total is available","true","true","pass","high"
"neuchatel","FSO Q4 2025 border-worker total rounded correctly","2491","2491","pass","high"
"neuchatel","Original FSO 2020 inbound total","17670","17670","pass","high"
"neuchatel","Every mapped FSO inbound pair matches original","0","0","pass","high"
"neuchatel","Original FSO 2020 outbound total","8716","8716","pass","high"
"neuchatel","Every mapped FSO outbound pair matches original","0","0","pass","high"
"neuchatel","Population follows the routed departure and arrival model","0","0","pass","high"
"neuchatel","No nonlocal active journeys affect the chart","0","0","pass","high"
"geneva","OCSTAT Vaud inbound summary","23398","23398","pass","high"
"geneva","OCSTAT Vaud outbound summary","6881","6881","pass","high"
"geneva","Consistent Vaud-only outbound population","6881","6881","pass","high"
"geneva","Canton scope is visible in the city title","Geneva canton","Geneva canton","pass","high"
"zurich → winterthur","Same OD all allocation on both city pages","3374","3374","pass","high"
"zurich → winterthur","Same OD car allocation on both city pages","1653","1653","pass","high"
"zurich → winterthur","Same OD transit allocation on both city pages","1552","1552","pass","high"
"zurich → winterthur","Same OD soft allocation on both city pages","169","169","pass","high"
"zurich → lucerne","Same OD all allocation on both city pages","1274","1274","pass","high"
"zurich → lucerne","Same OD car allocation on both city pages","566","566","pass","high"
"zurich → lucerne","Same OD transit allocation on both city pages","592","592","pass","high"
"zurich → lucerne","Same OD soft allocation on both city pages","116","116","pass","high"
"zurich → zug","Same OD all allocation on both city pages","2518","2518","pass","high"
"zurich → zug","Same OD car allocation on both city pages","780","780","pass","high"
"zurich → zug","Same OD transit allocation on both city pages","1637","1637","pass","high"
"zurich → zug","Same OD soft allocation on both city pages","101","101","pass","high"
"lausanne → neuchatel","Same OD all allocation on both city pages","304","304","pass","high"
"lausanne → neuchatel","Same OD car allocation on both city pages","73","73","pass","high"
"lausanne → neuchatel","Same OD transit allocation on both city pages","163","163","pass","high"
"lausanne → neuchatel","Same OD soft allocation on both city pages","68","68","pass","high"
"bern → biel-bienne","Same OD all allocation on both city pages","595","595","pass","high"
"bern → biel-bienne","Same OD car allocation on both city pages","179","179","pass","high"
"bern → biel-bienne","Same OD transit allocation on both city pages","357","357","pass","high"
"bern → biel-bienne","Same OD soft allocation on both city pages","59","59","pass","high"
"bern → la-chaux-de-fonds","Same OD all allocation on both city pages","8","8","pass","high"
"bern → la-chaux-de-fonds","Same OD car allocation on both city pages","2","2","pass","high"
"bern → la-chaux-de-fonds","Same OD transit allocation on both city pages","5","5","pass","high"
"bern → la-chaux-de-fonds","Same OD soft allocation on both city pages","1","1","pass","high"
"bern → neuchatel","Same OD all allocation on both city pages","125","125","pass","high"
"bern → neuchatel","Same OD car allocation on both city pages","38","38","pass","high"
"bern → neuchatel","Same OD transit allocation on both city pages","75","75","pass","high"
"bern → neuchatel","Same OD soft allocation on both city pages","12","12","pass","high"
"winterthur → zurich","Same OD all allocation on both city pages","11129","11129","pass","high"
"winterthur → zurich","Same OD car allocation on both city pages","3148","3148","pass","high"
"winterthur → zurich","Same OD transit allocation on both city pages","7756","7756","pass","high"
"winterthur → zurich","Same OD soft allocation on both city pages","225","225","pass","high"
"winterthur → st-gallen","Same OD all allocation on both city pages","695","695","pass","high"
"winterthur → st-gallen","Same OD car allocation on both city pages","389","389","pass","high"
"winterthur → st-gallen","Same OD transit allocation on both city pages","292","292","pass","high"
"winterthur → st-gallen","Same OD soft allocation on both city pages","14","14","pass","high"
"winterthur → schaffhausen","Same OD all allocation on both city pages","392","392","pass","high"
"winterthur → schaffhausen","Same OD car allocation on both city pages","143","143","pass","high"
"winterthur → schaffhausen","Same OD transit allocation on both city pages","241","241","pass","high"
"winterthur → schaffhausen","Same OD soft allocation on both city pages","8","8","pass","high"
"winterthur → zug","Same OD all allocation on both city pages","126","126","pass","high"
"winterthur → zug","Same OD car allocation on both city pages","46","46","pass","high"
"winterthur → zug","Same OD transit allocation on both city pages","78","78","pass","high"
"winterthur → zug","Same OD soft allocation on both city pages","2","2","pass","high"
"lucerne → zurich","Same OD all allocation on both city pages","1756","1756","pass","high"
"lucerne → zurich","Same OD car allocation on both city pages","497","497","pass","high"
"lucerne → zurich","Same OD transit allocation on both city pages","1224","1224","pass","high"
"lucerne → zurich","Same OD soft allocation on both city pages","35","35","pass","high"
"lucerne → zug","Same OD all allocation on both city pages","1055","1055","pass","high"
"lucerne → zug","Same OD car allocation on both city pages","475","475","pass","high"
"lucerne → zug","Same OD transit allocation on both city pages","506","506","pass","high"
"lucerne → zug","Same OD soft allocation on both city pages","74","74","pass","high"
"st-gallen → winterthur","Same OD all allocation on both city pages","419","419","pass","high"
"st-gallen → winterthur","Same OD car allocation on both city pages","205","205","pass","high"
"st-gallen → winterthur","Same OD transit allocation on both city pages","193","193","pass","high"
"st-gallen → winterthur","Same OD soft allocation on both city pages","21","21","pass","high"
"st-gallen → zug","Same OD all allocation on both city pages","33","33","pass","high"
"st-gallen → zug","Same OD car allocation on both city pages","19","19","pass","high"
"st-gallen → zug","Same OD transit allocation on both city pages","13","13","pass","high"
"st-gallen → zug","Same OD soft allocation on both city pages","1","1","pass","high"
"biel-bienne → bern","Same OD all allocation on both city pages","1337","1337","pass","high"
"biel-bienne → bern","Same OD car allocation on both city pages","473","473","pass","high"
"biel-bienne → bern","Same OD transit allocation on both city pages","783","783","pass","high"
"biel-bienne → bern","Same OD soft allocation on both city pages","81","81","pass","high"
"biel-bienne → la-chaux-de-fonds","Same OD all allocation on both city pages","83","83","pass","high"
"biel-bienne → la-chaux-de-fonds","Same OD car allocation on both city pages","27","27","pass","high"
"biel-bienne → la-chaux-de-fonds","Same OD transit allocation on both city pages","34","34","pass","high"
"biel-bienne → la-chaux-de-fonds","Same OD soft allocation on both city pages","22","22","pass","high"
"biel-bienne → neuchatel","Same OD all allocation on both city pages","469","469","pass","high"
"biel-bienne → neuchatel","Same OD car allocation on both city pages","153","153","pass","high"
"biel-bienne → neuchatel","Same OD transit allocation on both city pages","194","194","pass","high"
"biel-bienne → neuchatel","Same OD soft allocation on both city pages","122","122","pass","high"
"schaffhausen → winterthur","Same OD all allocation on both city pages","763","763","pass","high"
"schaffhausen → winterthur","Same OD car allocation on both city pages","374","374","pass","high"
"schaffhausen → winterthur","Same OD transit allocation on both city pages","351","351","pass","high"
"schaffhausen → winterthur","Same OD soft allocation on both city pages","38","38","pass","high"
"la-chaux-de-fonds → bern","Same OD all allocation on both city pages","69","69","pass","high"
"la-chaux-de-fonds → bern","Same OD car allocation on both city pages","24","24","pass","high"
"la-chaux-de-fonds → bern","Same OD transit allocation on both city pages","41","41","pass","high"
"la-chaux-de-fonds → bern","Same OD soft allocation on both city pages","4","4","pass","high"
"la-chaux-de-fonds → biel-bienne","Same OD all allocation on both city pages","116","116","pass","high"
"la-chaux-de-fonds → biel-bienne","Same OD car allocation on both city pages","64","64","pass","high"
"la-chaux-de-fonds → biel-bienne","Same OD transit allocation on both city pages","31","31","pass","high"
"la-chaux-de-fonds → biel-bienne","Same OD soft allocation on both city pages","21","21","pass","high"
"la-chaux-de-fonds → neuchatel","Same OD all allocation on both city pages","1095","1095","pass","high"
"la-chaux-de-fonds → neuchatel","Same OD car allocation on both city pages","601","601","pass","high"
"la-chaux-de-fonds → neuchatel","Same OD transit allocation on both city pages","293","293","pass","high"
"la-chaux-de-fonds → neuchatel","Same OD soft allocation on both city pages","201","201","pass","high"
"chiasso → mendrisio","Same OD all allocation on both city pages","250","250","pass","high"
"chiasso → mendrisio","Same OD car allocation on both city pages","114","114","pass","high"
"chiasso → mendrisio","Same OD transit allocation on both city pages","73","73","pass","high"
"chiasso → mendrisio","Same OD soft allocation on both city pages","63","63","pass","high"
"mendrisio → chiasso","Same OD all allocation on both city pages","471","471","pass","high"
"mendrisio → chiasso","Same OD car allocation on both city pages","286","286","pass","high"
"mendrisio → chiasso","Same OD transit allocation on both city pages","99","99","pass","high"
"mendrisio → chiasso","Same OD soft allocation on both city pages","86","86","pass","high"
"zug → zurich","Same OD all allocation on both city pages","2060","2060","pass","high"
"zug → zurich","Same OD car allocation on both city pages","583","583","pass","high"
"zug → zurich","Same OD transit allocation on both city pages","1436","1436","pass","high"
"zug → zurich","Same OD soft allocation on both city pages","41","41","pass","high"
"zug → winterthur","Same OD all allocation on both city pages","23","23","pass","high"
"zug → winterthur","Same OD car allocation on both city pages","11","11","pass","high"
"zug → winterthur","Same OD transit allocation on both city pages","11","11","pass","high"
"zug → winterthur","Same OD soft allocation on both city pages","1","1","pass","high"
"zug → lucerne","Same OD all allocation on both city pages","349","349","pass","high"
"zug → lucerne","Same OD car allocation on both city pages","155","155","pass","high"
"zug → lucerne","Same OD transit allocation on both city pages","162","162","pass","high"
"zug → lucerne","Same OD soft allocation on both city pages","32","32","pass","high"
"zug → st-gallen","Same OD all allocation on both city pages","23","23","pass","high"
"zug → st-gallen","Same OD car allocation on both city pages","13","13","pass","high"
"zug → st-gallen","Same OD transit allocation on both city pages","10","10","pass","high"
"zug → st-gallen","Same OD soft allocation on both city pages","0","0","pass","high"
"neuchatel → lausanne","Same OD all allocation on both city pages","381","381","pass","high"
"neuchatel → lausanne","Same OD car allocation on both city pages","163","163","pass","high"
"neuchatel → lausanne","Same OD transit allocation on both city pages","150","150","pass","high"
"neuchatel → lausanne","Same OD soft allocation on both city pages","68","68","pass","high"
"neuchatel → bern","Same OD all allocation on both city pages","237","237","pass","high"
"neuchatel → bern","Same OD car allocation on both city pages","84","84","pass","high"
"neuchatel → bern","Same OD transit allocation on both city pages","139","139","pass","high"
"neuchatel → bern","Same OD soft allocation on both city pages","14","14","pass","high"
"neuchatel → biel-bienne","Same OD all allocation on both city pages","502","502","pass","high"
"neuchatel → biel-bienne","Same OD car allocation on both city pages","215","215","pass","high"
"neuchatel → biel-bienne","Same OD transit allocation on both city pages","197","197","pass","high"
"neuchatel → biel-bienne","Same OD soft allocation on both city pages","90","90","pass","high"
"neuchatel → la-chaux-de-fonds","Same OD all allocation on both city pages","984","984","pass","high"
"neuchatel → la-chaux-de-fonds","Same OD car allocation on both city pages","422","422","pass","high"
"neuchatel → la-chaux-de-fonds","Same OD transit allocation on both city pages","386","386","pass","high"
"neuchatel → la-chaux-de-fonds","Same OD soft allocation on both city pages","176","176","pass","high"
"all","Motorcycle category is disclosed","Car / motorcycle","Car / motorcycle","pass","high"
"geneva","INSEE French origin-mode totals reproduce after rounding","0","0","pass","high"
"geneva","INSEE positive rounded origin-mode rows are complete","0","0","pass","high"
"geneva","INSEE no-journey category is explicitly excluded","157.64459489058729","157.64459489058729","pass","high"
"geneva","French workplace communes are retained","45","45","pass","high"
